Variation #,Input,Weight,Bias,Running Mean,Running Var,Momentum,Eps
462,"Tensor<[1, 256, 96]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 1e-05
463,"Tensor<[1, 80, 96]> input = ?",Optional[Tensor]<[80]> weight = ?,Optional[Tensor]<[80]> bias = ?,Tensor<[80]> running_mean = ?,Tensor<[80]> running_var = ?,float momentum = 0.1,float eps = 1e-05
464,"Tensor<[1, 32, 112, 112]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 0.001
465,"Tensor<[1, 16, 112, 112]> input = ?",Optional[Tensor]<[16]> weight = ?,Optional[Tensor]<[16]> bias = ?,Tensor<[16]> running_mean = ?,Tensor<[16]> running_var = ?,float momentum = 0.1,float eps = 0.001
466,"Tensor<[1, 96, 112, 112]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 0.001
467,"Tensor<[1, 96, 56, 56]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 0.001
468,"Tensor<[1, 24, 56, 56]> input = ?",Optional[Tensor]<[24]> weight = ?,Optional[Tensor]<[24]> bias = ?,Tensor<[24]> running_mean = ?,Tensor<[24]> running_var = ?,float momentum = 0.1,float eps = 0.001
469,"Tensor<[1, 144, 56, 56]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
470,"Tensor<[1, 144, 28, 28]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
471,"Tensor<[1, 40, 28, 28]> input = ?",Optional[Tensor]<[40]> weight = ?,Optional[Tensor]<[40]> bias = ?,Tensor<[40]> running_mean = ?,Tensor<[40]> running_var = ?,float momentum = 0.1,float eps = 0.001
472,"Tensor<[1, 240, 28, 28]> input = ?",Optional[Tensor]<[240]> weight = ?,Optional[Tensor]<[240]> bias = ?,Tensor<[240]> running_mean = ?,Tensor<[240]> running_var = ?,float momentum = 0.1,float eps = 0.001
473,"Tensor<[1, 240, 14, 14]> input = ?",Optional[Tensor]<[240]> weight = ?,Optional[Tensor]<[240]> bias = ?,Tensor<[240]> running_mean = ?,Tensor<[240]> running_var = ?,float momentum = 0.1,float eps = 0.001
474,"Tensor<[1, 80, 14, 14]> input = ?",Optional[Tensor]<[80]> weight = ?,Optional[Tensor]<[80]> bias = ?,Tensor<[80]> running_mean = ?,Tensor<[80]> running_var = ?,float momentum = 0.1,float eps = 0.001
475,"Tensor<[1, 480, 14, 14]> input = ?",Optional[Tensor]<[480]> weight = ?,Optional[Tensor]<[480]> bias = ?,Tensor<[480]> running_mean = ?,Tensor<[480]> running_var = ?,float momentum = 0.1,float eps = 0.001
476,"Tensor<[1, 672, 14, 14]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.1,float eps = 0.001
477,"Tensor<[1, 672, 7, 7]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.1,float eps = 0.001
478,"Tensor<[1, 1152, 7, 7]> input = ?",Optional[Tensor]<[1152]> weight = ?,Optional[Tensor]<[1152]> bias = ?,Tensor<[1152]> running_mean = ?,Tensor<[1152]> running_var = ?,float momentum = 0.1,float eps = 0.001
479,"Tensor<[1, 1280, 7, 7]> input = ?",Optional[Tensor]<[1280]> weight = ?,Optional[Tensor]<[1280]> bias = ?,Tensor<[1280]> running_mean = ?,Tensor<[1280]> running_var = ?,float momentum = 0.1,float eps = 0.001
480,"Tensor<[1, 32, 120, 120]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 0.001
481,"Tensor<[1, 16, 120, 120]> input = ?",Optional[Tensor]<[16]> weight = ?,Optional[Tensor]<[16]> bias = ?,Tensor<[16]> running_mean = ?,Tensor<[16]> running_var = ?,float momentum = 0.1,float eps = 0.001
482,"Tensor<[1, 96, 120, 120]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 0.001
483,"Tensor<[1, 96, 60, 60]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 0.001
484,"Tensor<[1, 24, 60, 60]> input = ?",Optional[Tensor]<[24]> weight = ?,Optional[Tensor]<[24]> bias = ?,Tensor<[24]> running_mean = ?,Tensor<[24]> running_var = ?,float momentum = 0.1,float eps = 0.001
485,"Tensor<[1, 144, 60, 60]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
486,"Tensor<[1, 144, 30, 30]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
487,"Tensor<[1, 40, 30, 30]> input = ?",Optional[Tensor]<[40]> weight = ?,Optional[Tensor]<[40]> bias = ?,Tensor<[40]> running_mean = ?,Tensor<[40]> running_var = ?,float momentum = 0.1,float eps = 0.001
488,"Tensor<[1, 240, 30, 30]> input = ?",Optional[Tensor]<[240]> weight = ?,Optional[Tensor]<[240]> bias = ?,Tensor<[240]> running_mean = ?,Tensor<[240]> running_var = ?,float momentum = 0.1,float eps = 0.001
489,"Tensor<[1, 240, 15, 15]> input = ?",Optional[Tensor]<[240]> weight = ?,Optional[Tensor]<[240]> bias = ?,Tensor<[240]> running_mean = ?,Tensor<[240]> running_var = ?,float momentum = 0.1,float eps = 0.001
490,"Tensor<[1, 80, 15, 15]> input = ?",Optional[Tensor]<[80]> weight = ?,Optional[Tensor]<[80]> bias = ?,Tensor<[80]> running_mean = ?,Tensor<[80]> running_var = ?,float momentum = 0.1,float eps = 0.001
491,"Tensor<[1, 480, 15, 15]> input = ?",Optional[Tensor]<[480]> weight = ?,Optional[Tensor]<[480]> bias = ?,Tensor<[480]> running_mean = ?,Tensor<[480]> running_var = ?,float momentum = 0.1,float eps = 0.001
492,"Tensor<[1, 112, 15, 15]> input = ?",Optional[Tensor]<[112]> weight = ?,Optional[Tensor]<[112]> bias = ?,Tensor<[112]> running_mean = ?,Tensor<[112]> running_var = ?,float momentum = 0.1,float eps = 0.001
493,"Tensor<[1, 672, 15, 15]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.1,float eps = 0.001
494,"Tensor<[1, 672, 8, 8]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.1,float eps = 0.001
495,"Tensor<[1, 1152, 8, 8]> input = ?",Optional[Tensor]<[1152]> weight = ?,Optional[Tensor]<[1152]> bias = ?,Tensor<[1152]> running_mean = ?,Tensor<[1152]> running_var = ?,float momentum = 0.1,float eps = 0.001
496,"Tensor<[1, 1280, 8, 8]> input = ?",Optional[Tensor]<[1280]> weight = ?,Optional[Tensor]<[1280]> bias = ?,Tensor<[1280]> running_mean = ?,Tensor<[1280]> running_var = ?,float momentum = 0.1,float eps = 0.001
497,"Tensor<[1, 32, 130, 130]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 0.001
498,"Tensor<[1, 16, 130, 130]> input = ?",Optional[Tensor]<[16]> weight = ?,Optional[Tensor]<[16]> bias = ?,Tensor<[16]> running_mean = ?,Tensor<[16]> running_var = ?,float momentum = 0.1,float eps = 0.001
499,"Tensor<[1, 96, 130, 130]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 0.001
500,"Tensor<[1, 96, 65, 65]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 0.001
501,"Tensor<[1, 24, 65, 65]> input = ?",Optional[Tensor]<[24]> weight = ?,Optional[Tensor]<[24]> bias = ?,Tensor<[24]> running_mean = ?,Tensor<[24]> running_var = ?,float momentum = 0.1,float eps = 0.001
502,"Tensor<[1, 144, 65, 65]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
503,"Tensor<[1, 144, 33, 33]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
504,"Tensor<[1, 48, 33, 33]> input = ?",Optional[Tensor]<[48]> weight = ?,Optional[Tensor]<[48]> bias = ?,Tensor<[48]> running_mean = ?,Tensor<[48]> running_var = ?,float momentum = 0.1,float eps = 0.001
505,"Tensor<[1, 288, 33, 33]> input = ?",Optional[Tensor]<[288]> weight = ?,Optional[Tensor]<[288]> bias = ?,Tensor<[288]> running_mean = ?,Tensor<[288]> running_var = ?,float momentum = 0.1,float eps = 0.001
506,"Tensor<[1, 288, 17, 17]> input = ?",Optional[Tensor]<[288]> weight = ?,Optional[Tensor]<[288]> bias = ?,Tensor<[288]> running_mean = ?,Tensor<[288]> running_var = ?,float momentum = 0.1,float eps = 0.001
507,"Tensor<[1, 88, 17, 17]> input = ?",Optional[Tensor]<[88]> weight = ?,Optional[Tensor]<[88]> bias = ?,Tensor<[88]> running_mean = ?,Tensor<[88]> running_var = ?,float momentum = 0.1,float eps = 0.001
508,"Tensor<[1, 528, 17, 17]> input = ?",Optional[Tensor]<[528]> weight = ?,Optional[Tensor]<[528]> bias = ?,Tensor<[528]> running_mean = ?,Tensor<[528]> running_var = ?,float momentum = 0.1,float eps = 0.001
509,"Tensor<[1, 120, 17, 17]> input = ?",Optional[Tensor]<[120]> weight = ?,Optional[Tensor]<[120]> bias = ?,Tensor<[120]> running_mean = ?,Tensor<[120]> running_var = ?,float momentum = 0.1,float eps = 0.001
510,"Tensor<[1, 720, 17, 17]> input = ?",Optional[Tensor]<[720]> weight = ?,Optional[Tensor]<[720]> bias = ?,Tensor<[720]> running_mean = ?,Tensor<[720]> running_var = ?,float momentum = 0.1,float eps = 0.001
511,"Tensor<[1, 720, 9, 9]> input = ?",Optional[Tensor]<[720]> weight = ?,Optional[Tensor]<[720]> bias = ?,Tensor<[720]> running_mean = ?,Tensor<[720]> running_var = ?,float momentum = 0.1,float eps = 0.001
512,"Tensor<[1, 208, 9, 9]> input = ?",Optional[Tensor]<[208]> weight = ?,Optional[Tensor]<[208]> bias = ?,Tensor<[208]> running_mean = ?,Tensor<[208]> running_var = ?,float momentum = 0.1,float eps = 0.001
513,"Tensor<[1, 1248, 9, 9]> input = ?",Optional[Tensor]<[1248]> weight = ?,Optional[Tensor]<[1248]> bias = ?,Tensor<[1248]> running_mean = ?,Tensor<[1248]> running_var = ?,float momentum = 0.1,float eps = 0.001
514,"Tensor<[1, 352, 9, 9]> input = ?",Optional[Tensor]<[352]> weight = ?,Optional[Tensor]<[352]> bias = ?,Tensor<[352]> running_mean = ?,Tensor<[352]> running_var = ?,float momentum = 0.1,float eps = 0.001
515,"Tensor<[1, 1280, 9, 9]> input = ?",Optional[Tensor]<[1280]> weight = ?,Optional[Tensor]<[1280]> bias = ?,Tensor<[1280]> running_mean = ?,Tensor<[1280]> running_var = ?,float momentum = 0.1,float eps = 0.001
516,"Tensor<[1, 32, 150, 150]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 0.001
517,"Tensor<[1, 24, 150, 150]> input = ?",Optional[Tensor]<[24]> weight = ?,Optional[Tensor]<[24]> bias = ?,Tensor<[24]> running_mean = ?,Tensor<[24]> running_var = ?,float momentum = 0.1,float eps = 0.001
518,"Tensor<[1, 144, 150, 150]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
519,"Tensor<[1, 144, 75, 75]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
520,"Tensor<[1, 32, 75, 75]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 0.001
521,"Tensor<[1, 192, 75, 75]> input = ?",Optional[Tensor]<[192]> weight = ?,Optional[Tensor]<[192]> bias = ?,Tensor<[192]> running_mean = ?,Tensor<[192]> running_var = ?,float momentum = 0.1,float eps = 0.001
522,"Tensor<[1, 192, 38, 38]> input = ?",Optional[Tensor]<[192]> weight = ?,Optional[Tensor]<[192]> bias = ?,Tensor<[192]> running_mean = ?,Tensor<[192]> running_var = ?,float momentum = 0.1,float eps = 0.001
523,"Tensor<[1, 48, 38, 38]> input = ?",Optional[Tensor]<[48]> weight = ?,Optional[Tensor]<[48]> bias = ?,Tensor<[48]> running_mean = ?,Tensor<[48]> running_var = ?,float momentum = 0.1,float eps = 0.001
524,"Tensor<[1, 288, 38, 38]> input = ?",Optional[Tensor]<[288]> weight = ?,Optional[Tensor]<[288]> bias = ?,Tensor<[288]> running_mean = ?,Tensor<[288]> running_var = ?,float momentum = 0.1,float eps = 0.001
525,"Tensor<[1, 288, 19, 19]> input = ?",Optional[Tensor]<[288]> weight = ?,Optional[Tensor]<[288]> bias = ?,Tensor<[288]> running_mean = ?,Tensor<[288]> running_var = ?,float momentum = 0.1,float eps = 0.001
526,"Tensor<[1, 96, 19, 19]> input = ?",Optional[Tensor]<[96]> weight = ?,Optional[Tensor]<[96]> bias = ?,Tensor<[96]> running_mean = ?,Tensor<[96]> running_var = ?,float momentum = 0.1,float eps = 0.001
527,"Tensor<[1, 576, 19, 19]> input = ?",Optional[Tensor]<[576]> weight = ?,Optional[Tensor]<[576]> bias = ?,Tensor<[576]> running_mean = ?,Tensor<[576]> running_var = ?,float momentum = 0.1,float eps = 0.001
528,"Tensor<[1, 136, 19, 19]> input = ?",Optional[Tensor]<[136]> weight = ?,Optional[Tensor]<[136]> bias = ?,Tensor<[136]> running_mean = ?,Tensor<[136]> running_var = ?,float momentum = 0.1,float eps = 0.001
529,"Tensor<[1, 816, 19, 19]> input = ?",Optional[Tensor]<[816]> weight = ?,Optional[Tensor]<[816]> bias = ?,Tensor<[816]> running_mean = ?,Tensor<[816]> running_var = ?,float momentum = 0.1,float eps = 0.001
530,"Tensor<[1, 816, 10, 10]> input = ?",Optional[Tensor]<[816]> weight = ?,Optional[Tensor]<[816]> bias = ?,Tensor<[816]> running_mean = ?,Tensor<[816]> running_var = ?,float momentum = 0.1,float eps = 0.001
531,"Tensor<[1, 232, 10, 10]> input = ?",Optional[Tensor]<[232]> weight = ?,Optional[Tensor]<[232]> bias = ?,Tensor<[232]> running_mean = ?,Tensor<[232]> running_var = ?,float momentum = 0.1,float eps = 0.001
532,"Tensor<[1, 1392, 10, 10]> input = ?",Optional[Tensor]<[1392]> weight = ?,Optional[Tensor]<[1392]> bias = ?,Tensor<[1392]> running_mean = ?,Tensor<[1392]> running_var = ?,float momentum = 0.1,float eps = 0.001
533,"Tensor<[1, 384, 10, 10]> input = ?",Optional[Tensor]<[384]> weight = ?,Optional[Tensor]<[384]> bias = ?,Tensor<[384]> running_mean = ?,Tensor<[384]> running_var = ?,float momentum = 0.1,float eps = 0.001
534,"Tensor<[1, 1280, 10, 10]> input = ?",Optional[Tensor]<[1280]> weight = ?,Optional[Tensor]<[1280]> bias = ?,Tensor<[1280]> running_mean = ?,Tensor<[1280]> running_var = ?,float momentum = 0.1,float eps = 0.001
535,"Tensor<[1, 32, 190, 190]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 0.001
536,"Tensor<[1, 24, 190, 190]> input = ?",Optional[Tensor]<[24]> weight = ?,Optional[Tensor]<[24]> bias = ?,Tensor<[24]> running_mean = ?,Tensor<[24]> running_var = ?,float momentum = 0.1,float eps = 0.001
537,"Tensor<[1, 144, 190, 190]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
538,"Tensor<[1, 144, 95, 95]> input = ?",Optional[Tensor]<[144]> weight = ?,Optional[Tensor]<[144]> bias = ?,Tensor<[144]> running_mean = ?,Tensor<[144]> running_var = ?,float momentum = 0.1,float eps = 0.001
539,"Tensor<[1, 32, 95, 95]> input = ?",Optional[Tensor]<[32]> weight = ?,Optional[Tensor]<[32]> bias = ?,Tensor<[32]> running_mean = ?,Tensor<[32]> running_var = ?,float momentum = 0.1,float eps = 0.001
540,"Tensor<[1, 192, 95, 95]> input = ?",Optional[Tensor]<[192]> weight = ?,Optional[Tensor]<[192]> bias = ?,Tensor<[192]> running_mean = ?,Tensor<[192]> running_var = ?,float momentum = 0.1,float eps = 0.001
541,"Tensor<[1, 192, 48, 48]> input = ?",Optional[Tensor]<[192]> weight = ?,Optional[Tensor]<[192]> bias = ?,Tensor<[192]> running_mean = ?,Tensor<[192]> running_var = ?,float momentum = 0.1,float eps = 0.001
542,"Tensor<[1, 56, 48, 48]> input = ?",Optional[Tensor]<[56]> weight = ?,Optional[Tensor]<[56]> bias = ?,Tensor<[56]> running_mean = ?,Tensor<[56]> running_var = ?,float momentum = 0.1,float eps = 0.001
543,"Tensor<[1, 336, 48, 48]> input = ?",Optional[Tensor]<[336]> weight = ?,Optional[Tensor]<[336]> bias = ?,Tensor<[336]> running_mean = ?,Tensor<[336]> running_var = ?,float momentum = 0.1,float eps = 0.001
544,"Tensor<[1, 336, 24, 24]> input = ?",Optional[Tensor]<[336]> weight = ?,Optional[Tensor]<[336]> bias = ?,Tensor<[336]> running_mean = ?,Tensor<[336]> running_var = ?,float momentum = 0.1,float eps = 0.001
545,"Tensor<[1, 112, 24, 24]> input = ?",Optional[Tensor]<[112]> weight = ?,Optional[Tensor]<[112]> bias = ?,Tensor<[112]> running_mean = ?,Tensor<[112]> running_var = ?,float momentum = 0.1,float eps = 0.001
546,"Tensor<[1, 672, 24, 24]> input = ?",Optional[Tensor]<[672]> weight = ?,Optional[Tensor]<[672]> bias = ?,Tensor<[672]> running_mean = ?,Tensor<[672]> running_var = ?,float momentum = 0.1,float eps = 0.001
547,"Tensor<[1, 160, 24, 24]> input = ?",Optional[Tensor]<[160]> weight = ?,Optional[Tensor]<[160]> bias = ?,Tensor<[160]> running_mean = ?,Tensor<[160]> running_var = ?,float momentum = 0.1,float eps = 0.001
548,"Tensor<[1, 960, 24, 24]> input = ?",Optional[Tensor]<[960]> weight = ?,Optional[Tensor]<[960]> bias = ?,Tensor<[960]> running_mean = ?,Tensor<[960]> running_var = ?,float momentum = 0.1,float eps = 0.001
549,"Tensor<[1, 960, 12, 12]> input = ?",Optional[Tensor]<[960]> weight = ?,Optional[Tensor]<[960]> bias = ?,Tensor<[960]> running_mean = ?,Tensor<[960]> running_var = ?,float momentum = 0.1,float eps = 0.001
550,"Tensor<[1, 272, 12, 12]> input = ?",Optional[Tensor]<[272]> weight = ?,Optional[Tensor]<[272]> bias = ?,Tensor<[272]> running_mean = ?,Tensor<[272]> running_var = ?,float momentum = 0.1,float eps = 0.001
551,"Tensor<[1, 1632, 12, 12]> input = ?",Optional[Tensor]<[1632]> weight = ?,Optional[Tensor]<[1632]> bias = ?,Tensor<[1632]> running_mean = ?,Tensor<[1632]> running_var = ?,float momentum = 0.1,float eps = 0.001
552,"Tensor<[1, 448, 12, 12]> input = ?",Optional[Tensor]<[448]> weight = ?,Optional[Tensor]<[448]> bias = ?,Tensor<[448]> running_mean = ?,Tensor<[448]> running_var = ?,float momentum = 0.1,float eps = 0.001
553,"Tensor<[1, 1280, 12, 12]> input = ?",Optional[Tensor]<[1280]> weight = ?,Optional[Tensor]<[1280]> bias = ?,Tensor<[1280]> running_mean = ?,Tensor<[1280]> running_var = ?,float momentum = 0.1,float eps = 0.001
554,"Tensor<[1, 64, 224, 224]> input = ?",Optional[Tensor]<[64]> weight = ?,Optional[Tensor]<[64]> bias = ?,Tensor<[64]> running_mean = ?,Tensor<[64]> running_var = ?,float momentum = 0.1,float eps = 1e-05
555,"Tensor<[1, 128, 112, 112]> input = ?",Optional[Tensor]<[128]> weight = ?,Optional[Tensor]<[128]> bias = ?,Tensor<[128]> running_mean = ?,Tensor<[128]> running_var = ?,float momentum = 0.1,float eps = 1e-05
556,"Tensor<[1, 64, 150, 150]> input = ?",Optional[Tensor]<[64]> weight = ?,Optional[Tensor]<[64]> bias = ?,Tensor<[64]> running_mean = ?,Tensor<[64]> running_var = ?,float momentum = 0.1,float eps = 0.001
557,"Tensor<[1, 128, 150, 150]> input = ?",Optional[Tensor]<[128]> weight = ?,Optional[Tensor]<[128]> bias = ?,Tensor<[128]> running_mean = ?,Tensor<[128]> running_var = ?,float momentum = 0.1,float eps = 0.001
558,"Tensor<[1, 128, 75, 75]> input = ?",Optional[Tensor]<[128]> weight = ?,Optional[Tensor]<[128]> bias = ?,Tensor<[128]> running_mean = ?,Tensor<[128]> running_var = ?,float momentum = 0.1,float eps = 0.001
559,"Tensor<[1, 256, 75, 75]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 0.001
560,"Tensor<[1, 256, 38, 38]> input = ?",Optional[Tensor]<[256]> weight = ?,Optional[Tensor]<[256]> bias = ?,Tensor<[256]> running_mean = ?,Tensor<[256]> running_var = ?,float momentum = 0.1,float eps = 0.001
561,"Tensor<[1, 728, 38, 38]> input = ?",Optional[Tensor]<[728]> weight = ?,Optional[Tensor]<[728]> bias = ?,Tensor<[728]> running_mean = ?,Tensor<[728]> running_var = ?,float momentum = 0.1,float eps = 0.001
562,"Tensor<[1, 728, 19, 19]> input = ?",Optional[Tensor]<[728]> weight = ?,Optional[Tensor]<[728]> bias = ?,Tensor<[728]> running_mean = ?,Tensor<[728]> running_var = ?,float momentum = 0.1,float eps = 0.001
563,"Tensor<[1, 1024, 19, 19]> input = ?",Optional[Tensor]<[1024]> weight = ?,Optional[Tensor]<[1024]> bias = ?,Tensor<[1024]> running_mean = ?,Tensor<[1024]> running_var = ?,float momentum = 0.1,float eps = 0.001
564,"Tensor<[1, 1024, 10, 10]> input = ?",Optional[Tensor]<[1024]> weight = ?,Optional[Tensor]<[1024]> bias = ?,Tensor<[1024]> running_mean = ?,Tensor<[1024]> running_var = ?,float momentum = 0.1,float eps = 0.001
565,"Tensor<[1, 1536, 10, 10]> input = ?",Optional[Tensor]<[1536]> weight = ?,Optional[Tensor]<[1536]> bias = ?,Tensor<[1536]> running_mean = ?,Tensor<[1536]> running_var = ?,float momentum = 0.1,float eps = 0.001
566,"Tensor<[1, 2048, 10, 10]> input = ?",Optional[Tensor]<[2048]> weight = ?,Optional[Tensor]<[2048]> bias = ?,Tensor<[2048]> running_mean = ?,Tensor<[2048]> running_var = ?,float momentum = 0.1,float eps = 0.001
