Variation #,Input,Weight,Bias,Stride,Padding,Dilation,Transposed,Output Padding,Groups
1057,"Tensor<[1, 2904, 24, 24]> input = ?","Tensor<[2904, 2904, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1058,"Tensor<[1, 2904, 24, 24]> input = ?","Tensor<[2904, 264, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 11
1059,"Tensor<[1, 2904, 1, 1]> input = ?","Tensor<[726, 2904, 1, 1]> weight = ?",Optional[Tensor]<[726]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1060,"Tensor<[1, 726, 1, 1]> input = ?","Tensor<[2904, 726, 1, 1]> weight = ?",Optional[Tensor]<[2904]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1061,"Tensor<[1, 2904, 24, 24]> input = ?","Tensor<[7392, 2904, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1062,"Tensor<[1, 2904, 24, 24]> input = ?","Tensor<[7392, 2904, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1063,"Tensor<[1, 7392, 24, 24]> input = ?","Tensor<[7392, 264, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 28
1064,"Tensor<[1, 7392, 1, 1]> input = ?","Tensor<[726, 7392, 1, 1]> weight = ?",Optional[Tensor]<[726]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1065,"Tensor<[1, 726, 1, 1]> input = ?","Tensor<[7392, 726, 1, 1]> weight = ?",Optional[Tensor]<[7392]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1066,"Tensor<[1, 7392, 12, 12]> input = ?","Tensor<[7392, 7392, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1067,"Tensor<[1, 32, 112, 112]> input = ?","Tensor<[224, 32, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1068,"Tensor<[1, 32, 112, 112]> input = ?","Tensor<[224, 32, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1069,"Tensor<[1, 224, 112, 112]> input = ?","Tensor<[224, 112, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 2
1070,"Tensor<[1, 224, 1, 1]> input = ?","Tensor<[8, 224, 1, 1]> weight = ?",Optional[Tensor]<[8]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1071,"Tensor<[1, 8, 1, 1]> input = ?","Tensor<[224, 8, 1, 1]> weight = ?",Optional[Tensor]<[224]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1072,"Tensor<[1, 224, 56, 56]> input = ?","Tensor<[224, 224, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1073,"Tensor<[1, 224, 56, 56]> input = ?","Tensor<[224, 112, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 2
1074,"Tensor<[1, 224, 1, 1]> input = ?","Tensor<[56, 224, 1, 1]> weight = ?",Optional[Tensor]<[56]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1075,"Tensor<[1, 56, 1, 1]> input = ?","Tensor<[224, 56, 1, 1]> weight = ?",Optional[Tensor]<[224]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1076,"Tensor<[1, 224, 56, 56]> input = ?","Tensor<[448, 224, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1077,"Tensor<[1, 224, 56, 56]> input = ?","Tensor<[448, 224, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1078,"Tensor<[1, 448, 56, 56]> input = ?","Tensor<[448, 112, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 4
1079,"Tensor<[1, 448, 1, 1]> input = ?","Tensor<[56, 448, 1, 1]> weight = ?",Optional[Tensor]<[56]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1080,"Tensor<[1, 56, 1, 1]> input = ?","Tensor<[448, 56, 1, 1]> weight = ?",Optional[Tensor]<[448]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1081,"Tensor<[1, 448, 28, 28]> input = ?","Tensor<[448, 448, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1082,"Tensor<[1, 448, 28, 28]> input = ?","Tensor<[448, 112, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 4
1083,"Tensor<[1, 448, 1, 1]> input = ?","Tensor<[112, 448, 1, 1]> weight = ?",Optional[Tensor]<[112]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1084,"Tensor<[1, 112, 1, 1]> input = ?","Tensor<[448, 112, 1, 1]> weight = ?",Optional[Tensor]<[448]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1085,"Tensor<[1, 448, 28, 28]> input = ?","Tensor<[1232, 448, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1086,"Tensor<[1, 448, 28, 28]> input = ?","Tensor<[1232, 448, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1087,"Tensor<[1, 1232, 28, 28]> input = ?","Tensor<[1232, 112, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 11
1088,"Tensor<[1, 1232, 1, 1]> input = ?","Tensor<[112, 1232, 1, 1]> weight = ?",Optional[Tensor]<[112]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1089,"Tensor<[1, 112, 1, 1]> input = ?","Tensor<[1232, 112, 1, 1]> weight = ?",Optional[Tensor]<[1232]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1090,"Tensor<[1, 1232, 14, 14]> input = ?","Tensor<[1232, 1232, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1091,"Tensor<[1, 1232, 14, 14]> input = ?","Tensor<[1232, 112, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 11
1092,"Tensor<[1, 1232, 1, 1]> input = ?","Tensor<[308, 1232, 1, 1]> weight = ?",Optional[Tensor]<[308]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1093,"Tensor<[1, 308, 1, 1]> input = ?","Tensor<[1232, 308, 1, 1]> weight = ?",Optional[Tensor]<[1232]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1094,"Tensor<[1, 1232, 14, 14]> input = ?","Tensor<[3024, 1232, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1095,"Tensor<[1, 1232, 14, 14]> input = ?","Tensor<[3024, 1232, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1096,"Tensor<[1, 3024, 14, 14]> input = ?","Tensor<[3024, 112, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 27
1097,"Tensor<[1, 3024, 1, 1]> input = ?","Tensor<[308, 3024, 1, 1]> weight = ?",Optional[Tensor]<[308]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1098,"Tensor<[1, 308, 1, 1]> input = ?","Tensor<[3024, 308, 1, 1]> weight = ?",Optional[Tensor]<[3024]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1099,"Tensor<[1, 3024, 7, 7]> input = ?","Tensor<[3024, 3024, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1100,"Tensor<[1, 32, 112, 112]> input = ?","Tensor<[48, 32, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1101,"Tensor<[1, 32, 112, 112]> input = ?","Tensor<[48, 32, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1102,"Tensor<[1, 48, 112, 112]> input = ?","Tensor<[48, 24, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 2
1103,"Tensor<[1, 48, 1, 1]> input = ?","Tensor<[8, 48, 1, 1]> weight = ?",Optional[Tensor]<[8]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1104,"Tensor<[1, 8, 1, 1]> input = ?","Tensor<[48, 8, 1, 1]> weight = ?",Optional[Tensor]<[48]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1105,"Tensor<[1, 48, 56, 56]> input = ?","Tensor<[48, 48, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1106,"Tensor<[1, 48, 56, 56]> input = ?","Tensor<[48, 24, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 2
1107,"Tensor<[1, 48, 1, 1]> input = ?","Tensor<[12, 48, 1, 1]> weight = ?",Optional[Tensor]<[12]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1108,"Tensor<[1, 12, 1, 1]> input = ?","Tensor<[48, 12, 1, 1]> weight = ?",Optional[Tensor]<[48]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1109,"Tensor<[1, 48, 56, 56]> input = ?","Tensor<[120, 48, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1110,"Tensor<[1, 48, 56, 56]> input = ?","Tensor<[120, 48, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1111,"Tensor<[1, 120, 56, 56]> input = ?","Tensor<[120, 24, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 5
1112,"Tensor<[1, 120, 1, 1]> input = ?","Tensor<[12, 120, 1, 1]> weight = ?",Optional[Tensor]<[12]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1113,"Tensor<[1, 12, 1, 1]> input = ?","Tensor<[120, 12, 1, 1]> weight = ?",Optional[Tensor]<[120]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1114,"Tensor<[1, 120, 28, 28]> input = ?","Tensor<[120, 120, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1115,"Tensor<[1, 120, 28, 28]> input = ?","Tensor<[120, 24, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 5
1116,"Tensor<[1, 120, 1, 1]> input = ?","Tensor<[30, 120, 1, 1]> weight = ?",Optional[Tensor]<[30]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1117,"Tensor<[1, 30, 1, 1]> input = ?","Tensor<[120, 30, 1, 1]> weight = ?",Optional[Tensor]<[120]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1118,"Tensor<[1, 120, 28, 28]> input = ?","Tensor<[336, 120, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1119,"Tensor<[1, 120, 28, 28]> input = ?","Tensor<[336, 120, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1120,"Tensor<[1, 336, 28, 28]> input = ?","Tensor<[336, 24, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 14
1121,"Tensor<[1, 336, 1, 1]> input = ?","Tensor<[30, 336, 1, 1]> weight = ?",Optional[Tensor]<[30]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1122,"Tensor<[1, 30, 1, 1]> input = ?","Tensor<[336, 30, 1, 1]> weight = ?",Optional[Tensor]<[336]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1123,"Tensor<[1, 336, 14, 14]> input = ?","Tensor<[336, 336, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1124,"Tensor<[1, 336, 14, 14]> input = ?","Tensor<[336, 24, 3, 3]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [1, 1]","List[int] padding = [1, 1]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 14
1125,"Tensor<[1, 336, 1, 1]> input = ?","Tensor<[84, 336, 1, 1]> weight = ?",Optional[Tensor]<[84]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1126,"Tensor<[1, 84, 1, 1]> input = ?","Tensor<[336, 84, 1, 1]> weight = ?",Optional[Tensor]<[336]> bias = ?,"List[int] stride = [1, 1]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
1127,"Tensor<[1, 336, 14, 14]> input = ?","Tensor<[888, 336, 1, 1]> weight = ?",Optional[Tensor] bias = ?,"List[int] stride = [2, 2]","List[int] padding = [0, 0]","List[int] dilation = [1, 1]",bool transposed = False,"List[int] output_padding = [0, 0]",int groups = 1
