Variation #,Tensors,Dim
324,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
325,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
326,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
327,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
328,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
329,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
330,"List[Tensor] tensors = [<[1, 256, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>, <[1, 32, 14, 14]>]",int dim = 1
331,"List[Tensor] tensors = [<[1, 896, 7, 7]>]",int dim = 1
332,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
333,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
334,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
335,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
336,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
337,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
338,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
339,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
340,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
341,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
342,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
343,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
344,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
345,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
346,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
347,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
348,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
349,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
350,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
351,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
352,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
353,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
354,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
355,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
356,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
357,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
358,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
359,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
360,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
361,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
362,"List[Tensor] tensors = [<[1, 896, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>, <[1, 32, 7, 7]>]",int dim = 1
